Age,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours,Social_Media_Ratio,Total_Weekly_Hours,Gender_Male,Gender_Other,Occupation_Freelancer,Occupation_Professional,Occupation_Student,Device_Type_iOS,Stress_Level
1.527621181540628,-1.642802778533078,1.123816708432957,0.17261857460581784,1.5882707426023581,0.5930657734080563,-1.003978225359864,0.20026084248319637,4.229526364227667,-1.4270454223212086,1.0,0.0,0.0,1.0,0.0,0.0,4
-1.1305065625000235,-1.6743398527416975,-1.2783400622386596,-0.17523442919439527,-0.0674312220122014,1.1513317283660534,-0.0022938572030789407,-0.8398210913664833,0.2904957311678508,-1.8726486637423776,1.0,0.0,0.0,1.0,0.0,0.0,1
-1.6138025159619602,-0.38131981018829336,0.6618634833038,-0.17523442919439527,1.7262459063202376,-1.1437616420168228,0.9993905109537061,-0.49312711341659,0.11440158988308854,-0.547413049645654,1.0,0.0,0.0,0.0,1.0,1.0,4
-0.3250133067301292,-0.22363443914519532,-0.8163868371095027,-1.2187934405950347,-0.5503442950247813,0.22088847010272508,1.5002326950320986,1.3847986004786654,-0.5358473626016413,0.34958048828007576,0.0,0.0,0.0,0.0,0.0,1.0,3
-0.48611195788410805,0.4386441192358168,-1.3707307072644912,-0.5230874329946084,-0.5503442950247813,0.2829180206536136,0.9993905109537061,0.54695482043309,-0.8047280581655821,0.6215720771994904,1.0,0.0,1.0,0.0,0.0,0.0,3
-0.5666612834610975,1.3847563454944052,-0.03106635438993562,1.2161775860064572,-0.13641880387114175,0.09682936900094799,0.9993905109537061,-1.2731885638038498,-0.5819727009485047,0.760461399200894,0.0,0.0,0.0,0.0,1.0,0.0,7
-1.049957236923034,-0.2867085875624346,0.8466447733554625,0.8683245822062441,0.1395315235646184,-1.7020275969748198,-0.0022938572030789407,-1.475426717607954,0.12834029780253883,-0.8541269690654198,1.0,0.0,0.0,0.0,1.0,1.0,3
-1.211055888077013,0.6278665644875344,-1.0935587721869968,-0.5230874329946084,0.8983949240129578,-1.6399980464239312,1.5002326950320986,1.3847986004786654,-0.745223712783094,1.130832924537969,1.0,0.0,1.0,0.0,0.0,1.0,3
1.0443252280786912,0.911700232365111,-0.8163868371095027,-0.8709404367948215,-0.0674312220122014,-0.9576729903641573,-0.0022938572030789407,-1.4176443879496388,-0.7024129831043209,0.2685617171125906,0.0,0.0,0.0,0.0,0.0,0.0,4
-1.2916052136540024,-1.1697466654037838,-1.4631213522903224,-1.5666464443952477,-1.3781952773320612,-1.5779684958730427,-1.5048204094382565,-1.5332090472662696,-0.5743697404604284,-1.6874629010738398,0.0,0.0,0.0,0.0,1.0,1.0,2
1.2859732048096597,0.5647924160702954,-1.4631213522903224,0.8683245822062441,-0.5503442950247813,1.6475681327731617,-1.003978225359864,-0.2042154651250123,-0.8370437432458894,0.43638631453095283,0.0,1.0,0.0,1.0,0.0,0.0,9
0.48047994903976526,1.731664161789221,1.123816708432957,0.17261857460581784,-1.102244949896301,-1.2678207431186,-1.003978225359864,0.3447166666289852,-0.40739995430933285,1.7268995981273256,0.0,1.0,0.0,0.0,0.0,0.0,10
-1.5332531903849707,1.4478304939116442,0.6156681607908839,-0.8709404367948215,-1.0332573680373613,-0.6475252376097146,1.5002326950320986,-1.0998415748289032,-0.4617143259385369,0.8877766110355134,0.0,0.0,0.0,0.0,0.0,1.0,4
-1.6138025159619602,1.0063114549909695,-0.07726167690285157,1.5640305898066704,-0.34338154944796156,0.22088847010272508,1.5002326950320986,-1.648773706582901,-0.5442764792582597,0.2627746620291987,0.0,0.0,1.0,0.0,0.0,1.0,1
-1.2916052136540024,-1.7058769269503173,-0.8163868371095027,-0.8709404367948215,-0.8262946224605415,-0.21331838375349474,0.9993905109537061,0.3447166666289852,1.3224380020749789,-1.4270454223212086,1.0,0.0,0.0,1.0,0.0,0.0,8
-0.6472106090380869,1.6055158649547423,0.5694728382779685,1.2161775860064572,1.657258324461298,-0.21331838375349474,-1.5048204094382565,-0.030868476150065504,-0.49235476966555297,1.4606950642913021,1.0,0.0,0.0,0.0,0.0,0.0,5
-0.5666612834610975,-1.327432036446882,1.6319652560750295,0.8683245822062441,-1.3092076954731213,0.46900667230627924,-1.003978225359864,-1.3309708934621653,2.451110978360239,-1.7511205069911495,0.0,1.0,0.0,1.0,0.0,0.0,1
0.8832265769247124,1.3532192712857858,0.6618634833038,0.8683245822062441,-1.3781952773320612,1.5235090316713846,-1.5048204094382565,-0.7820387617081678,-0.4382311546003609,0.9282859966192558,0.0,0.0,0.0,0.0,1.0,0.0,5
1.366522530386649,-1.0120612943606857,0.01512896812297992,-1.2187934405950347,-1.3781952773320612,-0.8336138892623802,-1.003978225359864,-0.6375829375623788,0.3440109112594282,-1.1839891088187524,0.0,0.0,0.0,0.0,0.0,0.0,1
-1.6138025159619602,-0.822838849108968,-0.03106635438993562,-1.5666464443952477,-0.34338154944796156,0.779154425060722,-0.5031360412814715,1.0958869521870878,0.11586532185491188,-0.3159308463099818,0.0,1.0,0.0,1.0,0.0,0.0,5
1.1248745536556808,-1.0120612943606857,-0.7701915145965869,0.520471578406031,1.3123204151665981,1.337420380018719,1.5002326950320986,-0.1464331354666967,-0.17578586414613456,-0.9872292359834313,0.0,1.0,0.0,0.0,0.0,0.0,1
-0.7277599346150764,0.9432373065737305,1.2162073534587885,-1.2187934405950347,1.3123204151665981,-0.27534793430438326,-0.5031360412814715,-1.1865150693163764,-0.23790254335900443,0.39008987386381816,0.0,1.0,0.0,1.0,0.0,1.0,6
1.6081705071176173,1.3847563454944052,0.29230090320047436,-0.17523442919439527,1.5882707426023581,-0.08925928265171765,1.5002326950320986,-1.5332090472662696,-0.5171732898219915,0.6562944076998413,0.0,0.0,1.0,0.0,0.0,0.0,8
1.0443252280786912,-0.3182456617710541,0.38469154822630547,-0.5230874329946084,1.2433328333076583,0.46900667230627924,-0.5031360412814715,1.298125105991192,-0.03513383787757716,0.22805233152884777,0.0,0.0,0.0,0.0,1.0,1.0,8
0.3999306234627758,-0.8859129975262071,-0.03106635438993562,0.520471578406031,0.1395315235646184,0.46900667230627924,0.9993905109537061,1.153669281845403,0.1746021625425043,-0.3506531768103327,0.0,0.0,0.0,0.0,0.0,0.0,6
-0.5666612834610975,1.132459751825448,1.4933792885362824,0.8683245822062441,0.553457014718258,-0.08925928265171765,0.4985483268753136,-0.3197801244416432,-0.22149738911552777,0.9109248313690805,0.0,0.0,0.0,1.0,0.0,1.0,10
0.5610292746167547,-1.6743398527416975,1.0314260634071255,-0.5230874329946084,-0.5503442950247813,-1.0817320914659343,-0.0022938572030789407,0.893648798382983,4.494712060752633,-1.1782020537353608,1.0,0.0,0.0,0.0,0.0,1.0,10
1.2859732048096597,1.0063114549909695,0.8466447733554625,-1.5666464443952477,-0.13641880387114175,-0.8956434398132688,-0.5031360412814715,-0.8398210913664833,-0.3362312653805406,0.5868497466991398,0.0,1.0,0.0,0.0,1.0,1.0,10
-0.3250133067301292,1.637052939163362,-1.232144739725744,-1.5666464443952477,-1.102244949896301,0.5930657734080563,0.4985483268753136,-0.9553857506831143,-0.832783599827487,1.1192588143711861,1.0,0.0,0.0,1.0,0.0,1.0,10
-1.6943518415389496,1.5424417165375033,1.6319652560750295,-0.8709404367948215,-0.7573070406016011,0.5310362228571678,-1.5048204094382565,0.25804317214151223,-0.2803874439408982,1.51856561512522,0.0,1.0,0.0,0.0,1.0,1.0,7
-0.8888585857690552,-1.3905061848641211,-0.9087774821353342,-1.5666464443952477,-1.5161704410499413,1.6475681327731617,-1.003978225359864,0.6914106445788788,0.13434307143695146,-0.9988033461502148,0.0,1.0,0.0,0.0,1.0,0.0,9
0.48047994903976526,-0.22363443914519532,-0.2158476444415986,-0.5230874329946084,-0.4123691313069013,-0.4614365859570489,-1.5048204094382565,-0.030868476150065504,-0.3096880239465513,-0.21755090989232137,0.0,1.0,1.0,0.0,0.0,0.0,10
-0.002816004422171398,0.5332553418616753,-0.9087774821353342,0.8683245822062441,0.8983949240129578,0.5310362228571678,-0.0022938572030789407,-1.128732739658061,-0.6877516161038765,0.03707951377691838,0.0,1.0,0.0,1.0,0.0,0.0,6
-0.3250133067301292,-0.9805242201520661,-1.0473634496740811,0.520471578406031,0.41548185100037793,-0.7095547881606031,-1.003978225359864,0.5180636556039323,-0.37722954427529576,-0.6920894267304492,0.0,1.0,1.0,0.0,0.0,1.0,6
-0.9694079113460446,1.668590013371982,0.939035418381294,-0.17523442919439527,-0.34338154944796156,0.46900667230627924,-1.5048204094382565,1.5292544246244544,-0.4320553815787634,2.143567564131535,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.6472106090380869,0.18634752556685963,-1.0473634496740811,1.2161775860064572,1.3123204151665981,1.5855385822222732,-1.5048204094382565,-0.5509094430749056,-0.6865384898541704,-0.04972631247395869,1.0,0.0,1.0,0.0,0.0,0.0,5
-0.002816004422171398,-0.8543759233175876,-0.8625821596224184,1.2161775860064572,-1.447182859191001,0.8411839756116105,-1.003978225359864,-0.7820387617081678,-0.3334948484086303,-1.0971832825678753,0.0,0.0,0.0,1.0,0.0,1.0,2
-1.211055888077013,-0.822838849108968,0.9852307408942099,0.17261857460581784,0.9673825058718982,1.5235090316713846,-1.003978225359864,-0.8398210913664833,0.6850548163876479,-1.0913962274844837,1.0,0.0,1.0,0.0,0.0,1.0,5
-1.2916052136540024,0.5647924160702954,-1.7402932873678167,-1.2187934405950347,-1.5161704410499413,1.213361278916942,-1.003978225359864,-1.2154062341455343,-0.9099848838613591,0.031292458693526495,0.0,1.0,0.0,1.0,0.0,0.0,5
0.2388319723087969,-1.48511740748998,-1.0473634496740811,-1.2187934405950347,0.07054394170567806,1.337420380018719,0.4985483268753136,-0.29088895961248556,0.15035830106537493,-1.4791289180717346,1.0,0.0,0.0,0.0,1.0,1.0,10
-1.211055888077013,-0.9805242201520661,0.1999102581746429,-1.2187934405950347,-0.9642697861784215,0.9032135261624991,1.5002326950320986,1.2692339411620341,0.42404894735829324,-0.3911625623940755,1.0,0.0,0.0,0.0,1.0,1.0,2
0.07773332115481804,0.97477438078235,0.8928400958683784,-0.8709404367948215,-1.3092076954731213,0.8411839756116105,-1.5048204094382565,-1.2731885638038498,-0.31911088498656126,0.38430281878042666,0.0,0.0,0.0,1.0,0.0,1.0,7
0.07773332115481804,-1.6743398527416975,-1.694097964854901,-0.17523442919439527,0.9673825058718982,-1.6399980464239312,-1.5048204094382565,-0.8398210913664833,-0.46626320815740996,-1.8726486637423776,0.0,0.0,0.0,0.0,1.0,1.0,8
1.366522530386649,-1.7374140011589367,1.3085979984846194,1.2161775860064572,0.8294073421540181,-0.585495687058826,1.5002326950320986,-1.7065560362412164,6.193203518049907,-2.277742519579804,1.0,0.0,0.0,1.0,0.0,0.0,10
-0.4055626323071186,-1.5797286301158386,0.9852307408942099,0.520471578406031,0.07054394170567806,-0.9576729903641573,-0.5031360412814715,-0.6953652672206945,3.334355528935267,-1.7279722866575822,0.0,0.0,0.0,1.0,0.0,1.0,9
-1.5332531903849707,0.7855519355306324,-1.555511997316154,0.17261857460581784,1.5192831607434172,1.461479481120496,0.9993905109537061,0.17136967765403868,-0.8698672470675283,0.789396674617853,1.0,0.0,0.0,0.0,1.0,1.0,4
0.6415786001937441,-0.3182456617710541,1.2162073534587885,1.5640305898066704,-0.9642697861784215,-1.6399980464239312,1.5002326950320986,-1.7065560362412164,0.2950903961800725,-0.9756551258166477,0.0,0.0,1.0,0.0,0.0,1.0,9
1.0443252280786912,-0.41285688439691287,0.29230090320047436,1.2161775860064572,0.41548185100037793,-1.6399980464239312,0.4985483268753136,-0.3197801244416432,-0.019963379851073083,-0.5069036640619116,1.0,0.0,1.0,0.0,0.0,1.0,1
